,Nama Hotel,Nama Kota,Provinsi,Latitude,Longitude,Luas Kamar,Kapasitas,Rating,Harga
910,OYO 90181 Bubusini,Kota Batu,Jawa Timur,-7.87,112.5220987,21,2,4.75,277242
911,Zamzam Hotel & Resort,Kota Batu,Jawa Timur,-7.88,112.5203784,25,1,4.25,600001
912,Prime Plaza Hotel Sanur  Bali,Kota Denpasar,Bali,-8.68E-08,115.2601432,29,3,4.42,643622
913,Spencer Green Hotel,Kota Batu,Jawa Timur,-7.83,112.5289486,24,3,4,500000
914,Mentigi Bay Dome Villas,Kabupaten Lombok Utara,Nusa Tenggara Barat,-8.45E-08,116.0857784,40,2,4.25,560000
915,M Hotel Lombok,Kota Mataram,Nusa Tenggara Barat,-8.59E-08,116.127162,18,3,4.25,190475
916,DS CoLive Sinabung,Kota Semarang,Jawa Tengah,-7.0150274,110.4236718,16,3,4.02,158000
917,Omah Pelem Syariah Simpang Lima,Kota Semarang,Jawa Tengah,-7.0047969,110.4256036,36,3,4.08,71250
918,PrimeBiz Hotel Kuta,Kabupaten Badung,Bali,-8.73,115.1766667,22,3,4.58,295000
919,Villa Panderman Indah,Kota Batu,Jawa Timur,-7.88,112.5203784,46,2,4.08,85822
920,Votel De Bandungan Resort,Semarang Regency,Central Java,-7.23,110.3576912,19,3,4.58,276700
921,Delu Villas & Suites,Kota Denpasar,Bali,-8.68E-08,115.1774014,45,3,4.03,960960
922,Nori Mas Hotel,Kota Semarang,Jawa Tengah,-7.0054874,110.4428633,16,2,4,299888
923,Origin Lombok,Central Lombok Regency,West Nusa Tenggara,-8.89E-08,116.3075379,40,2,4.42,1000000
924,Glamours sasmaya at lembah indah glamping resort,Kabupaten Malang,Jawa Timur,-8.03E-08,112.5014143,36,2,4.42,1045000
925,Regent's Park Hotel,Kota Malang,Jawa Timur,-7.9697943,112.6327616,24,2,4.05,721000
926,Rinjani Hill Hotel,East Lombok Regency,West Nusa Tenggara,-8.39,116.4783981,25,3,4.42,798000
927,Hidden Haven at WR  Warhole,Kota Semarang,Jawa Tengah,-6.9901352,110.4238685,37,3,4.25,795000
928,Gapura Residence Airport Semarang,Kota Semarang,Jawa Tengah,-6.9752588,110.390902,17,3,4.05,248292
929,Kanvaz Village Resort Seminyak,Kabupaten Badung,Bali,-8.68E-08,115.1548606,47,3,4.75,5123462
930,OYO 960 Kost & Homestay 911,Kota Mataram,Nusa Tenggara Barat,-8.59E-08,116.0789467,19,2,4.42,144000
931,ART 2STAY Hotel,Kota Semarang,Jawa Tengah,-6.99,110.378779,18,2,4.42,225000
932,Four Points by Sheraton Bali,Kabupaten Badung,Bali,-8.71E-08,115.1716318,15,1,4.42,1090089
933,eL Hotel Kartika Wijaya Batu,Kota Batu,Jawa Timur,-7.867045,112.511201,21,3,4.42,762435
934,Giri Palma Hotel by ecommerceloka,Kabupaten Malang,Jawa Timur,-7.9558206,112.5874314,24,2,4,500940
935,Grand Madani Hotel,Kota Mataram,Nusa Tenggara Barat,-0.8577347,116.1024053,21,1,4.07,285000
936,Wide Sands Beach Retreat,Kabupaten Jembrana,Bali,-8.41E-08,114.7947301,28,2,4.05,570636
937,Omah Joglo Semarang,Kota Semarang,Jawa Tengah,-7.07,110.3589877,28,3,4.05,270000
938,Euphoria Hotel,Kabupaten Badung,Bali,-8.71,115.1787029,21,2,4.42,232560
939,OYO 3971 Griya Loka Syariah 1 Sampangan,Kota Semarang,Jawa Tengah,-7.0093418,110.3919365,25,2,4,178646
940,Hotel Indigo Bali Seminyak Beach,Kabupaten Badung,Bali,-8.69E-08,115.1660439,15,1,4.08,3814191
941,Lux Tychi Hotel Malang,Kota Malang,Jawa Timur,-7.97,112.630422,28,3,4.58,559548
942,Grand City Hotel Batu,Kota Batu,Jawa Timur,-7.8492943,112.5281581,24,3,4.02,427500
943,OYO 3741 Mutiara Syariah 1,Kota Mataram,Nusa Tenggara Barat,-8.6,116.1049801,15,2,4.25,111999
944,Jo Je Bungalow,Kabupaten Lombok Barat,Nusa Tenggara Barat,-8.48,116.0389573,16,3,4,230000
945,Marella Residence,Semarang Regency,Central Java,-7.13,110.4098237,38,3,4.08,235000
946,Maya Sanur Resort & Spa,Kota Denpasar,Bali,-8.70E-08,115.2632688,50,6,4.75,2074779
947,Crystal Inn Hotel Batu,Kota Batu,Jawa Timur,-7.8745848,112.5299263,12,3,4.08,460000
948,Shanaya Resort Malang,Kabupaten Malang,Jawa Timur,-7.9063097,112.613654,24,4,4.58,1225000
949,OYO 90758 D Kost In Kandri Semarang,Semarang City,Central Java,-7.0420864,110.3517334,12,2,3.13,81179
950,Lombok Beach Hotel,Kabupaten Lombok Barat,Nusa Tenggara Barat,-8.53E-08,116.0667067,24,4,4,288460
951,VOUK Hotel & Suites,Badung Regency,Bali,-8.79E-08,115.2301618,50,3,4.02,2700000
952,Ubud Hills Villa and Resort,Kabupaten Gianyar,Bali,-8.52E-08,115.3045356,45,2,4.05,1569520
953,Grand Inna Kuta,Kabupaten Badung,Bali,-8.72,115.1752175,32,4,4.42,1496000
954,OYO 3335 Wisma Langen Werdhasih,Semarang Regency,Central Java,-7.1275013,110.4038655,20,2,4.08,120000
955,FOX Hotel Jimbaran Beach,Kabupaten Badung,Bali,-8.77E-08,115.1708685,36,2,4.58,590150
956,Gading Guest House Lombok,Kota Mataram,Nusa Tenggara Barat,-8.58E-08,116.1159848,16,3,4.42,174780
957,Villa Petra Ungaran,Kabupaten Semarang,Jawa Tengah,-7.1370545,110.4024458,28,2,4.05,617500
958,OYO 696 Hasanah Guest House Syariah De Saphire,Kota Malang,Jawa Timur,-7.9256633,112.6231004,12,3,4.25,149999
959,Transformer Center Hotel,Kota Batu,Jawa Timur,-7.8633529,112.5346577,30,5,4.25,418000
960,Jeeva Klui Resort,North Lombok Regency,West Nusa Tenggara,-8.47,116.0367816,47,4,4.07,2800000
961,Samara Resort,Kota Batu,Jawa Timur,-7.88,112.5314238,28,3,4.08,818000
962,THE HAVEN SUITES Bali Berawa,Kabupaten Badung,Bali,-8.66E-08,115.1368022,37,3,4.75,3200000
963,OYO 90426 The Kemuning Residence,Kota Semarang,Jawa Tengah,-6.9846301,110.4239674,15,2,3.12,148380
964,The Ulin Villas & Spa by Karaniya Experience,Kabupaten Badung,Bali,-8.68E-08,115.1597923,36,3,5.08,2989671
965,Oase Van Java,Kabupaten Semarang,Jawa Tengah,-7.34,110.4463182,45,3,4.07,748319
966,Wyndham Tamansari Jivva Resort,Kabupaten Klungkung,Bali,-8.57E-08,115.3839876,24,3,4.58,824400
967,Green Asri Hotel,Kabupaten Lombok Barat,Nusa Tenggara Barat,-8.49E-08,116.0418902,16,3,4.42,283500
968,Griya Rambutan Barat Semarang,Kota Semarang,Jawa Tengah,-7.0047902,110.4376366,33,3,4.25,184000
969,Grand Kadaka Syariah Guesthouse,Kota Malang,Jawa Timur,-7.945526,112.6197763,22,3,4.25,190000
970,Arya Graha Hostel,Kota Semarang,Jawa Tengah,-6.98,110.4364729,22,3,4.58,210000
971,Horison Trunojoyo Batu Malang,Kota Batu,Jawa Timur,-7.87,112.5085167,25,2,4.03,544000
972,Hart Hotel Arjuna,Kota Mataram,Nusa Tenggara Barat,-8.59E-08,116.1219644,34,3,4.42,227905
973,Coban Rondo Palawi Resort,Kabupaten Malang,Jawa Timur,-7.8704735,112.4817106,42,3,4.07,350000
974,OYO 2225 Catur Adi Putra,Kota Denpasar,Bali,-8.66,115.2110676,22,3,3.15,112499
975,Guest House Rumah Lombok,Kota Mataram,Nusa Tenggara Barat,-8.56E-08,116.1155807,15,1,4.42,139200
976,Bandara Ahmad Yani Hanoman Semarang By Pillow,Kota Semarang,Jawa Tengah,-6.98,110.3684233,15,1,4.58,190000
977,Ubud Tropical Garden,Kabupaten Gianyar,Bali,-8.52E-08,115.2606299,30,3,4.03,1071000
978,OYO 2928 Rumah Ceria,Semarang City,Central Java,-6.9696652,110.3990833,24,2,3.75,100000
979,The Sawah Villa,Gianyar Regency,Bali,-8.54,115.2846772,20,3,4.05,441000
980,SPOT ON 2451 Camel Residence,Kota Semarang,Jawa Tengah,-6.9874011,110.4413314,15,1,3.25,80000
981,Metropole Hotel Batu,Kota Malang,Jawa Timur,-7.9708941,112.6378619,28,3,4.02,460000
982,Dylan's Guesthouse,Kota Mataram,Nusa Tenggara Barat,-8.59E-08,116.1079691,20,2,4.08,177300
983,Seulawah Resort & Cafe,Kota Batu,Jawa Timur,-7.87,112.5050811,20,3,4.03,225000
984,City Hotel Mataram,Kota Mataram,Nusa Tenggara Barat,-8.58E-08,116.1079775,16,3,4.42,200000
985,Mess Inn Semarang,Kota Semarang,Jawa Tengah,-6.9712488,110.4184523,15,1,4.08,88888
986,Oemah Djari Guest House Syariah,Kota Semarang,Jawa Tengah,-6.9759375,110.3987092,20,3,4.05,155000
987,Cara Cara Inn,Kabupaten Badung,Bali,-0.8723097,115.1732554,20,2,4.07,316386
988,Ibis Styles Malang,Kota Malang,Jawa Timur,-7.9525339,112.6386505,20,1,4.05,469903
989,Akila Hotel,Kota Mataram,Nusa Tenggara Barat,-8.59E-08,116.1222561,15,1,4.42,252999
990,The ONE Legian,Kabupaten Badung,Bali,-8.71E-08,115.1740016,20,2,4.42,959850
991,Spazzio Bali Hotel,Kabupaten Badung,Bali,-0.8707284,115.1781224,25,3,4.58,180000
992,Victoria Boutique Residence,Kota Malang,Jawa Timur,-7.95,112.6404436,18,1,4.02,390000
993,Bata Merah Guest House & Camping Ground,Kota Batu,Jawa Timur,-7.842496,112.5232843,22,3,4.42,275000
994,Uma Sebatu,Kabupaten Gianyar,Bali,-8.44E-08,115.3040656,45,2,4.08,544500
995,Rinjani Green Park,Kabupaten Lombok Timur,Nusa Tenggara Barat,-8.38E-08,116.5336768,32,3,4,405000
996,Batuque Town Villa,Kota Batu,Jawa Timur,-7.891079,112.5395341,22,3,4.08,376000
997,Hotel Arjuna Sari,Kabupaten Semarang,Jawa Tengah,-7.1968717,110.4008923,34,3,3.1,94136
998,Warhol Apartment (Simpang Lima),Kota Semarang,Jawa Tengah,-6.9914355,110.4243934,22,2,3.13,427500
999,Bali Dynasty Resort,Kabupaten Badung,Bali,-8.73E-08,115.1677647,33,2,4.05,1110780
1000,Bess Resort and Waterpark,Kabupaten Malang,Jawa Timur,-7.83,112.727467,30,2,4.03,485000
1001,OYO 90553 Arteri Guest House,Kota Semarang,Jawa Tengah,-6.99,110.4596548,24,2,3.25,141638
1002,Solaris Hotel Kuta,Kabupaten Badung,Bali,-8.74E-08,115.1647888,24,3,4.25,3087499
1003,Azcarya Villa Type Dyah,Kota Malang,Jawa Timur,-7.9762815,112.6169036,50,6,4.05,5050000
1004,Full House 2 BR at Emerald Villa G9 Batu Malang,Batu City,Jawa Timur,-7.9,112.5632485,50,6,5.08,450000
1005,PONDOK PELANGI SEMBALUN,East Lombok Regency,West Nusa Tenggara,-8.36E-08,116.5265402,46,4,4.25,361446
1006,Yoki's Bungalow,Kabupaten Lombok Tengah,Nusa Tenggara Barat,-8.88E-08,116.2749083,38,4,4.25,902500
1007,Villa Mulyono,Kota Batu,Jawa Timur,-7.8367344,112.5299476,32,6,4.05,1500000
1008,The Lorriz Centro Seroja,Kota Semarang,Jawa Tengah,-6.9899448,110.425105,19,3,4.25,220000
1009,Crown Hotel Lombok,Kota Mataram,Nusa Tenggara Barat,-8.59E-08,116.1224689,28,2,4,227500
1010,Sun Island Hotel & Spa Kuta,Kabupaten Badung,Bali,-8.73,115.1667526,35,2,4.03,583128
1011,De View Hotel Batu,Kota Batu,Jawa Timur,-7.82,112.5274972,28,3,4.08,352942
1012,Front One Boutique Baluran Malang,Kota Malang,Jawa Timur,-7.97,112.6261791,20,2,4.58,491400
1013,Norton Homestay,Kabupaten Lombok Barat,Nusa Tenggara Barat,-8.48,116.0389573,16,2,4.02,219177
1014,Apple Green Hotel Batu,Kota Batu,Jawa Timur,-7.8719889,112.5277268,17,3,4.05,427500
1015,NEO Kuta Jelantik,Kabupaten Badung,Bali,-8.71E-08,115.1740884,16,2,4.25,186660
1016,NUANSA RINJANI,Kabupaten Lombok Timur,Nusa Tenggara Barat,-8.32E-08,116.496255,33,3,4.07,382500
1017,OYO 930 Griya Imafa,Batu City,Jawa Timur,-7.89,112.5386798,17,2,4.03,243674
1018,The Backpacker Simpang Lima Semarang,Kota Semarang,Jawa Tengah,-6.9884255,110.4246959,15,1,4.05,50000
1019,SPOT ON 2732 Sandy Guesthouse,Kota Mataram,Nusa Tenggara Barat,-0.85905,116.1265701,15,1,4.58,85268
1020,UPGRIS INN,Kota Semarang,Jawa Tengah,-7.003327,110.4258489,36,3,4,160000
1021,Hideaway Villas Bali Uluwatu by Kanaan Hospitality,Kabupaten Badung,Bali,-8.82E-08,115.1364794,28,2,4.07,3217500
1022,Stark Boutique Hotel and Spa Bali,Kabupaten Badung,Bali,-8.73,115.1668684,26,2,4.08,388000
1023,Sekar Kuning Guest House,Kabupaten Lombok Tengah,Nusa Tenggara Barat,-8.88E-08,116.2808029,16,3,4.03,148750
1024,Imam Bonjol Hostel,Kota Semarang,Jawa Tengah,-6.9798326,110.410583,16,1,4.25,49500
1025,My Dormy Hostel UMM,Kota Malang,Jawa Timur,-7.9352754,112.6050651,21,2,4.42,259200
1026,Lombok Mayura Hotel,Kota Mataram,Nusa Tenggara Barat,-0.8585291,116.1301948,18,3,4.58,220000
1027,Tlogomas Guest House,Kota Malang,Jawa Timur,-7.9277915,112.6025684,24,3,4.75,350000
1028,The Banyumas Suite Villa Legian,Kabupaten Badung,Bali,-8.70E-08,115.1753681,33,3,4.08,2099196
1029,Syariah Radho Hotel Sengkaling,Kabupaten Malang,Jawa Timur,-7.9158819,112.586909,25,3,4.25,380000
1030,Kuta Paradise,Kabupaten Lombok Tengah,Nusa Tenggara Barat,-0.8894132,116.2856032,16,3,4.03,542700
1031,AYANA Resort and Spa,Kabupaten Badung,Bali,-8.79E-08,115.1541951,48,2,4.75,5426850
1032,Jacatra Homestay,Kota Malang,Jawa Timur,-7.97,112.6198718,30,3,4.58,265000
1033,OYO 1815 Gatsu Residence,Kota Semarang,Jawa Tengah,-7,110.3658684,16,3,3.13,149999
1034,OYO 1757 Villa Dende,Kota Mataram,Nusa Tenggara Barat,-8.59E-08,116.0872417,16,2,4.42,182565
1035,Mustika Sari Hotel,Kota Batu,Jawa Timur,-7.8376085,112.527919,33,3,4.03,110000
1036,Amaya Guest House Syariah,Kota Semarang,Jawa Tengah,-7,110.4744286,45,3,4.03,140263
1037,Rofa Kuta Hotel,Kabupaten Badung,Bali,-8.7,115.1751359,20,3,4.08,281250
1038,Nalaya Home,Lombok,Nusa Tenggara Barat,-8.59,116.1387275,16,1,4.42,134998
1039,Bidari Hotel,Kota Mataram,Nusa Tenggara Barat,-8.59E-08,116.1211482,35,2,3.92,327250
1040,The Onsen Hot Spring Resort Batu,Kota Batu,Jawa Timur,-7.86,112.4983282,47,5,4.03,2622000
1041,OYO 1251 Residence 8,Kota Semarang,Jawa Tengah,-6.99,110.4244778,16,2,3.1,205918
1042,Rhadana Kuta,Kabupaten Badung,Bali,-8.71E-08,115.1807409,22,3,4.58,279720
1043,Dewarna Zainul Arifin,Kota Malang,Jawa Timur,-7.98,112.6342514,35,3,3.15,350550
1044,Cemara Residence Semarang,Kota Semarang,Jawa Tengah,-6.9790043,110.4064955,18,3,4.42,125000
1045,Hilton Garden Inn Bali Ngurah Rai Airport,Kabupaten Badung,Bali,-8.74E-08,115.1710835,30,3,4.42,711550
1046,Griya Tentrem Ayem,Kota Semarang,Jawa Tengah,-6.9810176,110.4217972,23,2,4.58,272000
1047,OYO 2848 Senaz Residence,Kota Mataram,Nusa Tenggara Barat,-8.58E-08,116.1031834,27,2,4.05,114716
1048,Bintang Bali Resort,Kabupaten Badung,Bali,-8.73E-08,115.1677647,36,2,4.05,591090
1049,SPOT ON 90100 Hotel Kediri Bandungan,Kabupaten Semarang,Jawa Tengah,-7.1821874,110.4148621,34,3,3.12,60991
1050,ZURI Express Jimbaran,Kabupaten Badung,Bali,-8.78E-08,115.173972,23,3,4.05,229999
1051,Princess Of Mentigi Bay,Kabupaten Lombok Utara,Nusa Tenggara Barat,-8.4,116.0930612,40,2,4.58,1063800
1052,Bidara Cottage,East Lombok Regency,West Nusa Tenggara,-8.42E-08,116.7071551,30,2,4.25,342000
1053,Hotel Prima Asri 153,Kota Batu,Jawa Timur,-7.8815405,112.5242591,20,3,4,240000
1054,My Home Hostel,Kota Semarang,Jawa Tengah,-7.0192313,110.393704,35,5,4.07,315000
1055,Jambuluwuk Oceano Seminyak Hotel,Kabupaten Badung,Bali,-8.68E-08,115.155648,30,3,4.42,1497299
1056,Melia Bali,Kabupaten Badung,Bali,-8.80E-08,115.2230265,42,2,4.75,2231279
1057,Villa Orlando - Three Bedroom,Batu City,Jawa Timur,-7.88,112.5274893,16,13,4.58,1500000
1058,Pulosari Living,Kota Malang,Jawa Timur,-7.9739223,112.6168839,24,3,4.42,190000
1059,Hotel Morina Malang,Kota Malang,Jawa Timur,-7.97,112.6341816,24,2,4.08,315000
1060,The Sankara Suites & Villas by Pramana,Kabupaten Gianyar,Bali,-8.48E-08,115.2672226,46,3,4.08,1768000
1061,RoomZ Budget Residence,Kota Semarang,Jawa Tengah,-6.9978899,110.3798224,16,3,4.08,140000
1062,Kautaman Hotel,Kota Mataram,Nusa Tenggara Barat,-8.59E-08,116.1293501,16,1,4.25,455000
1063,Anda Bungalow,Kabupaten Lombok Tengah,Nusa Tenggara Barat,-0.8894132,116.2856032,19,3,4.03,499500
1064,Hotel Bromo Indah,Kabupaten Semarang,Jawa Tengah,-7.2039924,110.3910046,16,3,4.08,135000
1065,OYO 2020 Hotel Bumi Aditya,Kabupaten Lombok Barat,Nusa Tenggara Barat,-8.49E-08,116.0418902,20,2,4.58,70902
1066,Mars City Hotel,Kota Denpasar,Bali,-8.70E-08,115.2340048,18,4,3.15,196992
1067,Cozy Residence Syariah,Kota Malang,Jawa Timur,-7.9454091,112.6348957,14,2,4,81000
1068,SPOT ON 2589 Marina Residence,Semarang City,Central Java,-6.96,110.393625,15,1,4.08,101129
1069,The Sun Hotel & Spa,Kabupaten Badung,Bali,-0.8710673,115.1704897,28,4,4.03,453524
1070,Mango Lodge,Central Lombok Regency,West Nusa Tenggara,-8.86E-08,116.1418515,28,2,4.08,700000
1071,Jumana Bali Ungasan Resort Managed by Hilton,Kabupaten Badung,Bali,-8.84E-08,115.1634223,26,2,4.07,5305000
1072,Ratu Homestay Malang,Kota Malang,Jawa Timur,-7.958125,112.623491,18,3,4.58,345554
1073,MaxOneHotels.com @ Ubud - Bali,Kabupaten Gianyar,Bali,-8.52E-08,115.2606299,20,4,4.58,459914
1074,Sammy Cottages Senggigi,Kabupaten Lombok Barat,Nusa Tenggara Barat,-8.48E-08,116.0535904,30,2,4.75,270000
1075,Febri's Hotel & Spa,Kabupaten Badung,Bali,-8.73E-08,115.1677647,26,2,4.07,464100
1076,Sriwijaya Hotel,Kota Mataram,Nusa Tenggara Barat,-0.8594158,116.1141074,42,3,3.15,275000
1077,KU Villas,Kabupaten Lombok Tengah,Nusa Tenggara Barat,-8.88E-08,116.2808029,47,2,4.25,1083600
1078,Eco Garden Resort - Ekas Lombok,Kabupaten Lombok Timur,Nusa Tenggara Barat,-8.87,116.4550889,30,2,4,220875
1079,Golden Tulip Jineng Resort Bali,Kabupaten Badung,Bali,-8.70E-08,115.1786548,35,2,4.42,339300
1080,Rumah Teman Hostel,Kota Semarang,Jawa Tengah,-6.99,110.4043736,33,3,4.25,109250
1081,Samaja Villas Kunti,Kabupaten Badung,Bali,-8.69E-08,115.1733763,50,2,4.42,1451587
1082,Jas Green Villas And Spa,Kabupaten Badung,Bali,-8.69E-08,115.1605025,40,2,4.08,1241550
1083,Makalele Domes,Kabupaten Lombok Utara,Nusa Tenggara Barat,-0.84043,116.0696414,45,5,4.08,2250000
1084,D'Paragon Kijang Utara,Kota Semarang,Jawa Tengah,-6.9952919,110.4471561,16,3,4.58,325000
1085,OYO 2409 Safara Guesthouse Syariah,Kota Semarang,Jawa Tengah,-6.9951669,110.3670474,16,2,4.42,154578
1086,KEMANGI BED AND BREAKFAST,Kabupaten Lombok Tengah,Nusa Tenggara Barat,-0.8894132,116.2856032,28,3,4.1,720000
1087,Full House at Villa Family depan Jatimpark 3 Batu by SC,Kota Batu,Jawa Timur,-7.9,112.5575142,50,6,4.07,450000
1088,Rey Homestay 2 - Two Bedroom,Kota Batu,Jawa Timur,-7.8853269,112.5316791,33,4,4.75,400000
1089,Damai Residence,Kota Semarang,Jawa Tengah,-6.99,110.4280015,27,3,4.25,180000
1090,Bali Nusa Dua Hotel,Kabupaten Badung,Bali,-8.80E-08,115.2282787,36,1,4.75,1002914
1091,Rumah Kebun Lulu Villa,Batu City,Jawa Timur,-7.773598,112.5364292,30,3,4.03,285000
1092,Sense Sunset Seminyak,Kabupaten Badung,Bali,-8.69E-08,115.1724499,24,3,4.25,513000
1093,Sinar Rinjani Cottages & Restaurant,Kabupaten Lombok Utara,Nusa Tenggara Barat,-8.29E-08,116.4124804,35,3,4.42,332500
1094,New Mira Hotel,Kota Semarang,Jawa Tengah,-7,110.3988616,16,3,4.02,189850
1095,Senggigi Cottages Lombok,Kabupaten Lombok Barat,Nusa Tenggara Barat,-8.52E-08,116.0630516,16,3,4.05,379136
1096,Grandmas Plus Hotel - Legian,Kabupaten Badung,Bali,-8.71E-08,115.1720154,15,3,4.07,301155
1097,Villa Kayu Manis 2 Batu,Kota Batu,Jawa Timur,-7.8846997,112.5342678,50,6,4.07,1600000
1098,OYO 1695 Royal Senggigi Hotel,Kabupaten Lombok Barat,Nusa Tenggara Barat,-8.50E-08,116.0525185,26,3,4.25,71999
1099,Zena Park Inn,Kota Malang,Jawa Timur,-7.9760397,112.6316307,27,2,3.1,199000
1100,Holiday Inn Express BARUNA BALI,Kabupaten Badung,Bali,-8.74,115.1639502,24,1,4.03,653836
1101,Full House Villa Aruna Amarta Hills by FCN,Kota Batu,Jawa Timur,-7.8843981,112.5154198,50,6,4.42,3750000
1102,SPOT ON 90780 Gang Tengah Homestay,Kota Semarang,Jawa Tengah,-6.98,110.4269444,29,2,4,103450
1103,COMO Uma Canggu,Kabupaten Badung,Bali,-0.8646006,115.1345409,15,1,4.05,6514982
1104,AtPriority Guest House,Kota Semarang,Jawa Tengah,-7.056651,110.4350298,19,2,4.07,250000
1105,Just Inn Semarang,Semarang City,Central Java,-6.99,110.432015,15,1,3.15,128888
1106,OYO 1036 Hotel Palem 1,Kota Malang,Jawa Timur,-7.97,112.6312717,34,3,4.25,114999
1107,Hotel Kurnia Jaya,Kota Mataram,Nusa Tenggara Barat,-0.8583949,116.095856,16,4,4.58,141486
1108,OYO 2284 Grand Villa Meninting,Kota Mataram,Nusa Tenggara Barat,-0.856229,116.075635,24,2,4.25,101438
1109,Villa Puncak Garuda E16 - Prathivi,Kota Batu,Jawa Timur,-7.9027737,112.540084,50,6,4.75,575000
1110,SPOT ON 90159 Puri Asoka Guest House,Kabupaten Semarang,Jawa Tengah,-7.2252228,110.4312625,17,2,3.07,78928
1111,Tanadewa Resort & Spa Ubud,Kabupaten Gianyar,Bali,-8.54E-08,115.2501563,50,3,4.07,1659477
1112,Sembalun Bungalow,Kabupaten Lombok Timur,Nusa Tenggara Barat,-8.32E-08,116.496255,36,3,3.13,350000
1113,Brits Hotel Legian,Kabupaten Badung,Bali,-8.70E-08,115.175808,26,4,4.03,350461
1114,OYO 90642 Lancar Homestay Syariah,Kota Batu,Jawa Timur,-7.9,112.5319825,18,1,4.75,84359
1115,POP! Hotel Kuta Beach,Kabupaten Badung,Bali,-8.71E-08,115.1687174,16,3,4.08,288000
1116,The Nyaman Bali,Kabupaten Badung,Bali,-8.73E-08,115.1721257,23,3,4.58,351500
1117,3 Bedroom at Villa Anjasmara A,Kabupaten Semarang,Jawa Tengah,-7.2223672,110.3608564,50,6,4.25,850000
1118,Hills Joglo Villas Ungaran Semarang,Kabupaten Semarang,Jawa Tengah,-7.1143753,110.3986522,18,2,3.15,737804
1119,Melati Resort & Hotel,Kabupaten Lombok Tengah,Nusa Tenggara Barat,-8.88E-08,116.2747231,24,3,4,250000
1120,Enfaza Guesthouse Syariah,Kota Mataram,Nusa Tenggara Barat,-8.60E-08,116.0890628,18,2,4.25,180722
1121,Comfortable 4BR Villa in Batu City at Villa Kapal,Kota Batu,Jawa Timur,-7.8643893,112.5033751,50,5,4,2499999
1122,Bloo Bali Hotel,Kabupaten Badung,Bali,-8.71E-08,115.179004,32,1,4.05,423696
1123,Omah aniN Guesthouse,Kota Malang,Jawa Timur,-7.991166,112.6166747,15,1,4.07,254200
1124,BEST WESTERN Kuta Villa,Kabupaten Badung,Bali,-8.73,115.1754084,35,3,4.08,387000
1125,The Nest Hotel Nusa Dua,Kabupaten Badung,Bali,-8.79,115.2253652,35,2,4.07,712800
1126,Villa Bromo 26 with Private Pool by N2K,Kota Batu,Jawa Timur,-7.88,112.5128521,50,5,4.08,1675000
1127,G'Sign Style Hotel Kuta,Kabupaten Badung,Bali,-8.74E-08,115.1785071,20,4,4.42,243000
1128,Serela Legian Hotel Bali,Kabupaten Badung,Bali,-8.71,115.1698845,24,3,4.03,332775
1129,Penginapan-Ku,Kota Semarang,Jawa Tengah,-6.9765247,110.4510319,34,3,4.05,68163
1130,Alila Seminyak,Kabupaten Badung,Bali,-8.68E-08,115.152228,46,1,4.75,5597243
1131,Sahar Backpacker,Batu City,Jawa Timur,-7.88,112.5170594,16,1,4.08,58500
1132,Transit Inn Senggigi,Kabupaten Lombok Barat,Nusa Tenggara Barat,-8.51,116.0554401,22,3,4.42,240964
1133,Ramayana Suites & Resort,Kabupaten Badung,Bali,-0.8724581,115.1739677,30,2,4.05,985500
1134,Dini Homestay Batu 2,Kota Batu,Jawa Timur,-7.9,112.5288163,45,3,4.75,160000
1135,Griya Pradipa Angel Batu near Museum Angkut,Batu City,Jawa Timur,-7.8705402,112.5147063,15,1,4.07,120000
1136,OYO 1565 Palebon Residence,Semarang City,Central Java,-7.006475,110.4649383,24,2,4.42,134999
1137,Cozy Stay at Timlo Solo Guest House,Kabupaten Semarang,Jawa Tengah,-7.15,110.40718,24,1,3.15,260000
1138,Budget Room Griya Penginapan Syariah,Kabupaten Semarang,Jawa Tengah,-7.12,110.4176749,15,1,4.25,96500
1139,Front One Inn Malang,Kota Malang,Jawa Timur,-7.9437009,112.6181291,37,3,4,227900
1140,Ramada by Wyndham Bali Sunset Road Kuta,Kabupaten Badung,Bali,-8.71,115.1855287,30,1,4.02,522500
1141,Dewi Sri Guesthouse,Kota Mataram,Nusa Tenggara Barat,-8.58E-08,116.111132,16,1,4.08,135000
1142,Penginapan ARTHA,Kabupaten Lombok Tengah,Nusa Tenggara Barat,-8.70E-08,116.275204,28,3,4.03,150000
1143,Ananta Legian Hotel,Kabupaten Badung,Bali,-0.8697605,115.1641123,22,3,4,585000
1144,Pelangi House,Kota Mataram,Nusa Tenggara Barat,-8.60E-08,116.1476469,15,1,3.12,116850
1145,The Patra Bali Resort & Villas,Badung Regency,Bali,-8.72E-08,115.1686322,43,2,4.07,1100000
1146,Villa Syariah Permata Garden - Three Bedroom,Batu City,Jawa Timur,-7.9,112.5613901,50,6,4.75,825000
1147,The Comhouse Batu Villa,Kota Batu,Jawa Timur,-7.86,112.5220735,20,4,4.07,670000
1148,Pandora Hotel,Kota Mataram,Nusa Tenggara Barat,-8.58,116.1097688,16,3,4.58,184000
1149,Simpang Lima Apartmen by Surya,Kota Semarang,Jawa Tengah,-6.9914355,110.4243934,24,2,3.07,400140
1150,Amaris Hotel Pratama Nusa Dua,Kabupaten Badung,Bali,-8.80E-08,115.2237555,18,3,4,300000
